Date,RvrHt,Year,Water Elevation,833.80,832.88,HST CFS/TOT,WTTN CFS,HP Pond Stick,840.33,Monroe_Road_Closed,Notes,
2/10/2020,7.30,2020,841.10,,,,,,840.33,N,Opened Monroe Rd,
2/17/2020,7.65,2020,841.45,,,,,,840.33,N,,
2/24/2020,7.16,2020,840.96,,,,,,840.33,N,,
3/2/2020,6.55,2020,840.35,,,,,,840.33,N,,
3/9/2020,8.00,2020,841.80,,,,,,840.33,N,,
3/10/2020,8.58,2020,842.38,,,,,,840.33,Y,Closed Monroe Road,
3/11/2020,9.05,2020,842.85,,,,,,840.33,Y,,
3/12/2020,9.25,2020,843.05,,,,,,840.33,Y,,
3/16/2020,9.40,2020,843.20,,,,,,840.33,Y,,
3/17/2020,9.42,2020,843.22,,,,,,840.33,Y,,
3/18/2020,9.42,2020,843.22,,,,,,840.33,Y,.11 in of rain,
3/20/2020,9.60,2020,843.40,,,,,,840.33,Y,1.0 of rain,
3/23/2020,10.05,2020,843.85,,,,,,840.33,Y,Closed Upham Rd,
3/30/2020,9.99,2020,843.79,,,,,,840.33,Y,.94 in of rain Sat/Sun,
4/9/2020,9.74,2020,843.54,,,,,,840.33,Y,.36 in of rain,
4/13/2020,9.67,2020,843.47,,,,,,840.33,Y,.55 in of rain,
4/20/2020,9.20,2020,843.00,,,,,,840.33,Y,,
4/27/2020,8.65,2020,842.45,,,,,,840.33,Y,.27 in of rain,
4/28/2020,8.65,2020,842.45,,,,,,840.33,Y,.13 in of rain,
4/29/2020,8.65,2020,842.45,,,,,,840.33,Y,.22 in of rain,
5/4/2020,8.10,2020,841.90,,,,,,840.33,Y,,
5/7/2020,7.35,2020,841.15,,,,,,840.33,Y,,
5/11/2020,6.64,2020,840.44,,,,,,840.33,N,.44 in of rain,
5/14/2020,6.64,2020,840.44,,,,,,840.33,N,.67 in of rain,
5/15/2020,6.64,2020,840.44,,,,,,840.33,N,.28 in of rain,
5/18/2020,7.23,2020,841.03,,,,,,840.33,N,2.30 in of rain,
5/19/2020,7.95,2020,841.75,,,,,,840.33,Y,.13 in of rain,
5/20/2020,8.45,2020,842.25,,,,,,840.33,Y,,
5/21/2020,8.68,2020,842.48,,,,,,840.33,Y,,
5/26/2020,8.65,2020,842.45,,,,,,840.33,Y,,
6/1/2020,8.54,2020,842.34,,,,,,840.33,Y,,
6/8/2020,8.47,2020,842.27,,,,,,840.33,Y,,
6/15/2020,8.31,2020,842.11,,,,,,840.33,Y,,
6/21/2020,8.31,2020,842.11,,,,,,840.33,Y,.80 in-rain,
6/22/2020,7.80,2020,841.60,,,,,,840.33,N,.17 in-rain,
6/27/2020,7.80,2020,841.60,,,,,,840.33,N,.47 in-rain,
6/29/2020,7.80,2020,841.60,,,,,,840.33,N,1.02 in-rain,
7/6/2020,6.05,2020,839.85,,,,,,840.33,N,,
7/8/2020,6.05,2020,839.85,,,,,,840.33,N,.56 in-rain,
7/9/2020,6.05,2020,839.85,,,,,,840.33,N,3 in-rain,
7/10/2020,6.95,2020,840.75,,,,,,840.33,N,,
7/13/2020,7.95,2020,841.75,,,,,,840.33,N,,
7/14/2020,7.95,2020,841.75,,,,,,840.33,N,.33 in rain,
7/15/2020,7.95,2020,841.75,,,,,,840.33,N,1.9 in-rain,
7/16/2020,7.85,2020,841.65,,,,,,840.33,N,,
8/3/2020,6.57,2020,840.37,,,,,,840.33,N,.9 in-rain,
8/10/2020,5.63,2020,839.43,,,,,,840.33,N,.82 in-rain,
8/17/2020,4.72,2020,838.52,,,,,,840.33,N,,
8/24/2020,3.50,2020,837.30,,,,,,840.33,N,,
8/25/2020,3.50,2020,837.30,,,,,,840.33,N,1.76 in-rain,
8/27/2020,3.50,2020,837.30,,,,,,840.33,N,.53 in-rain,
8/31/2020,5.50,2020,839.30,,,,,,840.33,N,.11 in-rain,
9/8/2020,8.53,2020,842.33,,,,,,840.33,N,.33 in-rain,
9/9/2020,8.53,2020,842.33,,,,,,840.33,N,.59 in-rain,
9/10/2020,8.56,2020,842.36,,,,,,840.33,Y,.25 in-rain,
9/12/2020,8.56,2020,842.36,,,,,,840.33,Y,1.16 in-rain,
9/14/2020,8.75,2020,842.55,,,,,,840.33,Y,,
9/21/2020,7.95,2020,841.75,,,,,,840.33,Y,,
9/28/2020,5.18,2020,838.98,,,,,,840.33,Y,.29 in-rain,
10/3/2020,5.18,2020,838.98,,,,,,840.33,N,.20 in-rain,
10/5/2020,5.46,2020,839.26,,,,,,840.33,N,,
10/12/2020,5.02,2020,838.82,,,,,,840.33,N,.52 in-rain,
10/19/2020,5.43,2020,839.23,,,,,,840.33,N,,
10/21/2020,5.43,2020,839.23,,,,,,840.33,N,.20 in-rain,
10/22/2020,5.43,2020,839.23,,,,,,840.33,N,.92 in-rain,
10/23/2020,5.43,2020,839.23,,,,,,840.33,N,.71 in-rain,
10/26/2020,8.40,2020,842.20,,,,,,840.33,N,,
10/27/2020,8.65,2020,842.45,,,,,,840.33,N,,
10/28/2020,9.00,2020,842.80,,,,,,840.33,Y,Closed Monroe Road,
11/2/2020,9.31,2020,843.11,,,,,,840.33,Y,,
11/9/2020,8.61,2020,842.41,,,,,,840.33,Y,,
11/10/2020,8.51,2020,842.31,,,,,,840.33,Y,.71 in-rain,
11/15/2020,8.51,2020,842.31,,,,,,840.33,Y,.45 in-rain,
11/16/2020,8.53,2020,842.33,,,,,,840.33,Y,,
11/23/2020,8.30,2020,842.10,,,,,,840.33,Y,,
11/30/2020,8.85,2020,842.65,,,,,,840.33,Y,,
12/7/2020,8.70,2020,842.50,,,,,,840.33,Y,,
12/14/2020,8.15,2020,841.95,,,,,,840.33,Y,,
12/17/2020,7.35,2020,841.15,,,,,,840.33,Y,,
12/18/2020,6.90,2020,840.70,,,,,,840.33,N,,
12/21/2020,6.50,2020,840.30,,,,,,840.33,N,,
12/29/2020,6.40,2020,840.20,,,,,,840.33,N,,
1/4/2021,5.95,2021,839.75,,,,,,840.33,N,,
1/11/2021,5.26,2021,839.06,,,,,,840.33,N,,
1/18/2021,5.71,2021,839.51,,,,,,840.33,N,,
1/25/2021,5.94,2021,839.74,,,,,,840.33,N,https://www.fox6now.com/news/along-rock-river-demands-to-solve-flooded-fields-and-dying-forest,
2/1/2021,5.65,2021,839.45,,,,,,840.33,N,,
2/10/2021,5.85,2021,839.65,,,,,,840.33,N,,
2/15/2021,5.89,2021,839.69,,,,,,840.33,N,,
2/22/2021,5.65,2021,839.45,,,,,,840.33,N,,
3/1/2021,5.90,2021,839.70,,,,,,840.33,N,,
3/8/2021,6.30,2021,840.10,,,,,,840.33,N,,
3/10/2021,7.45,2021,841.25,,,,,,840.33,N,,
3/11/2021,7.85,2021,841.65,,,,,,840.33,N,,
3/15/2021,8.35,2021,842.15,,,,,,840.33,N,,
3/16/2021,8.35,2021,842.15,,,,,,840.33,Y,Closed Monroe Road,
3/17/2021,8.40,2021,842.20,,,,,,840.33,Y,,
3/18/2021,8.44,2021,842.24,,,,,,840.33,Y,.25 in of rain,
3/22/2021,8.30,2021,842.10,,,,,,840.33,Y,,
3/24/2021,8.30,2021,842.10,,,,,,840.33,Y,.82 in of rain,
3/29/2021,8.90,2021,842.70,,,,,,840.33,Y,,
3/31/2021,8.78,2021,842.58,,,,,,840.33,Y,,
4/5/2021,8.55,2021,842.35,,,,,,840.33,Y,,
4/12/2021,8.60,2021,842.40,,,,,,840.33,Y,"1.33 in of rain (since Wed, Apr 7)",
4/19/2021,8.40,2021,842.20,,,,,,840.33,Y,,
4/28/2021,6.90,2021,840.70,,,,,,840.33,N,,
5/3/2021,6.45,2021,840.25,,,,,,840.33,N,,
5/4/2021,6.85,2021,840.65,,,,,,840.33,N,1.40 in of rain,
5/6/2021,7.90,2021,841.70,,,,,,840.33,N,.16 in of rain,
5/10/2021,8.10,2021,841.90,,,,,,840.33,N,,
5/17/2021,7.20,2021,841.00,,,,,,840.33,N,,
5/18/2021,7.20,2021,841.00,,,,,,840.33,N,.41 in,
5/24/2021,5.93,2021,839.73,,,,,,840.33,N,.6 in ,
6/1/2021,7.03,2021,840.83,,,,,,840.33,N,.5 in - 5/28/21,
6/7/2021,5.47,2021,839.27,,,,,,840.33,N,,
 6/14/2021,4.30,2021,838.10,,,,,,840.33,N,,
6/18/2021,4.30,2021,838.10,,,,,,840.33,N,.61 inch of rain,
6/20/2021,4.30,2021,838.10,,,,,,840.33,N,.21 inch of rain,
6/21/2021,4.25,2021,838.05,,,,,,840.33,N,.22 in of rain,
6/25/2021,4.25,2021,838.05,,,,,,840.33,N,.45 in-rain,
6/26/2021,4.25,2021,838.05,,,,,,840.33,N,.36 in-rain,
6/27/2021,4.25,2021,838.05,,,,,,840.33,N,.16 in-rain,
6/28/2021,4.65,2021,838.45,,,,,,840.33,N,.22 in-rain,
6/29/2021,4.65,2021,838.45,,,,,,840.33,N,.38 in-rain,
7/5/2021,4.07,2021,837.87,,,,,,840.33,N,,
7/12/2021,3.90,2021,837.70,,,,,,840.33,N,,
7/14/2021,3.90,2021,837.70,,,,,,840.33,N,.80 in-rain,
7/19/2021,4.15,2021,837.95,,,,,,840.33,N,,
7/26/2021,3.90,2021,837.70,,,,,,840.33,N,,
7/29/2021,3.90,2021,837.70,,,,,,840.33,N,.65 in-rain,
8/2/2021,3.90,2021,837.70,,,,,,840.33,N,,
8/7/2021,3.90,2021,837.70,,,,,,840.33,N,.89 in-rain,
8/9/2021,5.30,2021,839.10,,,,,,840.33,N,.42 in-rain,
8/10/2021,5.30,2021,839.10,,,,,,840.33,N,.75 in-rain,
8/11/2021,5.30,2021,839.10,,,,,,840.33,N,.24 in-rain,
8/16/2021,7.60,2021,841.40,,,,,,840.33,N,,
8/23/2021,7.95,2021,841.75,,,,,,840.33,N,,
8/27/2021,7.95,2021,841.75,,,,,,840.33,N,.24 in-rain,
8/30/2021,7.28,2021,841.08,,,,,,840.33,N,,
9/7/2021,6.39,2021,840.19,,,,,,840.33,N,,
9/12/2021,5.48,2021,839.28,,,,,,840.33,N,.72 in-rain,
9/13/2021,5.48,2021,839.28,,,,,,840.33,N,.24 in-rain,
9/20/2021,3.75,2021,837.55,,,,,,840.33,N,1.16 in-rain,
9/27/2021,3.90,2021,837.70,,,,,,840.33,N,,
10/3/2021,3.90,2021,837.70,,,,,,840.33,N,1.74 in-rain,
10/4/2021,4.38,2021,838.18,,,,,,840.33,N,.82 in of rain,
10/8/2021,4.38,2021,838.18,,,,,,840.33,N,.34 in of rain,
10/11/2021,4.35,2021,838.15,,,,,,840.33,N,,
10/18/2021,5.75,2021,839.55,,,,,,840.33,N,,
10/25/2021,5.00,2021,838.80,,,,,,840.33,N,.39 in of rain,
11/1/2021,4.75,2021,838.55,,,,,,840.33,N,,
11/8/2021,3.75,2021,837.55,,,,,,840.33,N,,
11/15/2021,4.04,2021,837.84,,,,,,840.33,N,,
11/22/2021,3.88,2021,837.68,,,,,,840.33,N,,
11/29/2021,3.85,2021,837.65,,,,,,840.33,N,,
12/6/2021,4.90,2021,838.70,,,,,,840.33,N,,
12/13/2021,5.29,2021,839.09,,,,,,840.33,N,1.45 in of rain/snow,
12/20/2021,6.61,2021,840.41,,,,,,840.33,N,,
1/10/2022,3.05,2022,836.85,,,,,,840.33,N,,
1/17/2022,4.53,2022,838.33,,,,,,840.33,N,,
1/24/2022,4.65,2022,838.45,,,,,,840.33,N,,
2/3/2022,4.46,2022,838.26,,,,,,840.33,N,,
2/7/2022,4.35,2022,838.15,,,,,,840.33,N,,
2/14/2022,4.38,2022,838.18,,,,,,840.33,N,,
2/21/2022,4.28,2022,838.08,,,,,,840.33,N,,
2/28/2022,4.60,2022,838.40,,,,,,840.33,N,,
3/7/2022,6.55,2022,840.35,,,,,,840.33,N,,
3/14/2022,6.05,2022,839.85,,,,,,840.33,N,,
3/21/2022,7.33,2022,841.13,,,,,,840.33,N,,
3/23/2022,7.90,2022,841.70,,,,,,840.33,N,.80 in-rain,
3/24/2022,7.90,2022,841.70,,,,,,840.33,N,.21 in-rain,
3/25/2022,8.20,2022,842.00,,,,,,840.33,Y,.10 in-rain,
3/28/2022,8.70,2022,842.50,,,,,,840.33,Y,,
4/4/2022,9.30,2022,843.10,,,,,,840.33,Y,.6 in-rain,
4/6/2022,9.50,2022,843.30,,,,,,840.33,Y,,
4/11/2022,9.70,2022,843.50,,,,,,840.33,Y,,
4/18/2022,9.15,2022,842.95,,,,,,840.33,Y,,
4/22/2022,9.15,2022,842.95,,,,,,840.33,Y,.9 in-rain,
4/25/2022,9.25,2022,843.05,,,,,,840.33,Y,,
5/2/2022,9.05,2022,842.85,,,,,,840.33,Y,,
5/9/2022,7.95,2022,841.75,,,,,,840.33,Y,,
5/16/2022,5.65,2022,839.45,,,,,,840.33,N,.24 in-rain,
5/19/2022,5.65,2022,839.45,,,,,,840.33,N,.14 in-rain,
5/23/2022,5.95,2022,839.75,,,,,,840.33,N,,
5/26/2022,5.95,2022,839.75,,,,,,840.33,N,.39 in of rain,
5/27/2022,5.95,2022,839.75,,,,,,840.33,N,2.15 in of rain,
6/5/2022,5.95,2022,839.75,,,,,,840.33,N,.44 in of rain,
6/6/2022,6.35,2022,840.15,,,,,,840.33,N,.71 in-rain,
6/8/2022,6.35,2022,840.15,,,,,,840.33,N,.93 in of rain,
6/9/2022,7.70,2022,841.50,,,,,,840.33,N,,
6/10/2022,7.70,2022,841.50,,,,,,840.33,N,.1 in of rain,
6/11/2022,7.70,2022,841.50,,,,,,840.33,N,.5 in of rain,
6/13/2022,8.50,2022,842.30,,,,,,840.33,Y,.42 in of rain,
6/16/2022,9.10,2022,842.90,,,,,,840.33,Y,3.48 in of rain,
6/20/2022,9.95,2022,843.75,,,,,,840.33,Y,,
6/22/2022,9.95,2022,843.75,,,,,,840.33,Y,.26 in of rain,
6/25/2022,9.95,2022,843.75,,,,,,840.33,Y,.18 in of rain,
6/27/2022,9.30,2022,843.10,,,,,,840.33,Y,,
7/5/2022,8.30,2022,842.10,,,,,,840.33,Y,.38 in of rain,
7/6/2022,8.30,2022,842.10,,,,,,840.33,Y,.66 in of rain,
7/11/2022,6.35,2022,840.15,,,,,,840.33,Y,.55 in of rain,
7/12/2022,6.35,2022,840.15,,,,,,840.33,Y,.43 in of rain,
7/15/2022,6.35,2022,840.15,,,,,,840.33,Y,.43 in of rain,
7/18/2022,6.97,2022,840.77,,,,,,840.33,N,,
7/23/2022,6.97,2022,840.77,,,,,,840.33,N,.90 in of rain,
7/25/2022,7.12,2022,840.92,,,,,,840.33,N,,
8/1/2022,8.60,2022,842.40,,,,,,840.33,Y,,
8/7/2022,8.60,2022,842.40,,,,,,840.33,Y,.84 in of rain,
8/8/2022,8.62,2022,842.42,,,,,,840.33,Y,,
8/15/2022,6.30,2022,840.10,,,,,,840.33,N,,
8/22/2022,5.38,2022,839.18,,,,,,840.33,N,,
8/25/2022,5.38,2022,839.18,,,,,,840.33,N,1.53 in of rain,
8/29/2022,7.13,2022,840.93,,,,,,840.33,N,.86 in of rain,
9/12/2022,7.10,2022,840.90,,,,,,840.33,N,4.36 in of rain,
9/14/2022,8.61,2022,842.41,,,,,,840.33,Y,,
9/20/2022,8.70,2022,842.50,,,,,,840.33,Y,,
9/28/2022,7.29,2022,841.09,,,,,,840.33,Y,,
10/3/2022,4.94,2022,838.74,,,,,,840.33,Y,,
10/12/2022,4.80,2022,838.60,,,,,,840.33,N,.47 in-rain,
10/17/2022,6.70,2022,840.50,,,,,,840.33,N,,
10/26/2022,4.52,2022,838.32,,,,,,840.33,N,.55 in-rain,
10/31/2022,5.56,2022,839.36,,,,,,840.33,N,,
11/5/2022,5.56,2022,839.36,,,,,,840.33,N,2.13 in-rain,
11/7/2022,7.64,2022,841.44,,,,,,840.33,N,,
11/11/2022,8.44,2022,842.24,,,,,,840.33,Y,.30 in-rain,
11/14/2022,8.55,2022,842.35,,,,,,840.33,Y,,
11/21/2022,7.60,2022,841.40,,,,,,840.33,N,,
11/28/2022,6.35,2022,840.15,,,,,,840.33,N,,
12/12/2022,6.65,2022,840.45,,,,,,840.33,N,,
12/19/2022,7.90,2022,841.70,,,,,,840.33,N,,
1/3/2023,7.38,2023,841.18,,,,,,840.33,N,,
1/9/2023,7.45,2023,841.25,,,,,,840.33,N,,
1/16/2023,6.74,2023,840.54,,,,,,840.33,N,,
1/23/2023,7.20,2023,841.00,,,,,,840.33,N,,
2/7/2023,5.10,2023,838.90,,,,,,840.33,N,,
2/14/2023,6.25,2023,840.05,,,,,,840.33,N,,
2/20/2023,7.45,2023,841.25,,,,,,840.33,N,,
2/28/2023,8.21,2023,842.01,,,,,,840.33,Y,,
3/1/2023,8.65,2023,842.45,,,,,,840.33,Y,,
3/6/2023,9.45,2023,843.25,,,,,,840.33,Y,Upham Rd and north end of Monroe Road Closed,
3/7/2023,9.98,2023,843.78,,,,,,840.33,Y,,
3/8/2023,10.12,2023,843.92,,,,,,840.33,Y,,
3/14/2023,10.25,2023,844.05,,,,,,840.33,Y,,
3/20/2023,10.03,2023,843.83,,,,,,840.33,Y,,
3/27/2023,10.04,2023,843.84,,,,,,840.33,Y,10 in of snow,
3/31/2023,10.04,2023,843.84,,,,,,840.33,Y,1 in of rain,
4/3/2023,10.45,2023,844.25,,,,,,840.33,Y,,
4/10/2023,10.45,2023,844.25,,,,,,840.33,Y,,
4/17/2023,9.70,2023,843.50,,,,,,840.33,Y,,
4/19/2023,9.65,2023,843.45,,,,,,840.33,Y,Opened Upham Road,
4/24/2023,10.20,2023,844.00,,,,,,840.33,Y,0.25 in of rain,
4/30/2023,9.48,2023,843.28,,,,,,840.33,Y,.25 in of rain,
5/1/2023,9.48,2023,843.28,,,,,,840.33,Y,.20 in of rain,
5/8/2023,9.05,2023,842.85,,,,,,840.33,Y,.52 in of rain,
5/15/2023,8.70,2023,842.50,,,,,,840.33,Y,.22 in of rain,
5/19/2023,8.70,2023,842.50,,,,,,840.33,Y,.13 in of rain,
5/22/2023,7.73,2023,841.53,,,,,,840.33,Y,,
5/24/2023,7.25,2023,841.05,,,,,,840.33,N,,
6/1/2023,4.69,2023,838.49,,,,,,840.33,N,.08 in of rain,
6/6/2023,4.46,2023,838.26,,,,,,840.33,N,,
6/11/2023,4.46,2023,838.26,,,,,,840.33,N,.20 in of rain,
6/12/2023,4.23,2023,838.03,,,,,,840.33,N,,
6/13/2023,4.23,2023,838.03,,,,,,840.33,N,.84 in of rain,
6/19/2023,4.35,2023,838.15,,,,,,840.33,N,,
6/25/2023,4.35,2023,838.15,,,,,,840.33,N,.29 in of rain,
6/26/2023,3.85,2023,837.65,,,,,,840.33,N,.11 in of rain,
7/1/2023,3.85,2023,837.65,,,,,,840.33,N,.10 in of rain,
7/3/2023,3.63,2023,837.43,,,,,,840.33,N,,
7/5/2023,3.63,2023,837.43,,,,,,840.33,N,.38 in of rain,
7/8/2023,3.63,2023,837.43,,,,,,840.33,N,.04 in of rain,
7/10/2023,3.51,2023,837.31,,,,,,840.33,N,,
7/12/2023,3.51,2023,837.31,,,,,,840.33,N,1.55 in of rain,
7/14/2023,3.51,2023,837.31,,,,,,840.33,N,.09 in of rain,
7/17/2023,3.65,2023,837.45,,,,,,840.33,N,,
7/24/2023,3.01,2023,836.81,,,,,,840.33,N,,
7/26/2023,3.01,2023,836.81,,,,,,840.33,N,.09 in of rain,
7/28/2023,3.01,2023,836.81,,,,,,840.33,N,.82 in of rain,
7/31/2023,3.47,2023,837.27,,,,,,840.33,N,,
8/3/2023,3.47,2023,837.27,,,,,,840.33,N,.10 in of rain,
8/7/2023,3.01,2023,836.81,,,,,,840.33,N,,
8/11/2023,3.01,2023,836.81,,,,,,840.33,N,.18 in of rain,
8/14/2023,2.98,2023,836.78,,,,,,840.33,N,1.91 in of rain,
8/17/2023,4.50,2023,838.30,,,,,,840.33,N,.65 in of rain,
8/21/2023,3.65,2023,837.45,,,,,,840.33,N,,
8/25/2023,3.65,2023,837.45,,,,,,840.33,N,.08 in of rain,
8/29/2023,3.65,2023,837.45,,,,,,840.33,N,.09 in of rain,
8/31/2023,3.13,2023,836.93,,,,,,840.33,N,,
9/5/2023,2.86,2023,836.66,,,,,,840.33,N,,
9/11/2023,2.93,2023,836.73,,,,,,840.33,N,.41 in of rain,
9/13/2023,2.93,2023,836.73,,,,,,840.33,N,.20 in of rain,
9/17/2023,2.93,2023,836.73,,,,,,840.33,N,.10 in of rain,
9/18/2023,3.10,2023,836.90,,,,,,840.33,N,,
9/23/2023,3.10,2023,836.90,,,,,,840.33,N,.10 in of rain,
9/25/2023,2.95,2023,836.75,,,,,,840.33,N,.19 in of rain,
9/26/2023,2.95,2023,836.75,,,,,,840.33,N,.96 in of rain,
9/27/2023,2.95,2023,836.75,,,,,,840.33,N,.37 in of rain,
9/28/2023,3.87,2023,837.67,,,,,,840.33,N,,
10/4/2023,3.15,2023,836.95,,,,,,840.33,N,,
10/14/2023,3.15,2023,836.95,,,,,,840.33,N,3.25 in of rain - Thurs/Fri/Sat,
10/16/2023,5.45,2023,839.25,,,,,,840.33,N,,
10/18/2023,5.45,2023,839.25,,,,,,840.33,N,.18 in of rain,
10/23/2023,4.10,2023,837.90,,,,,,840.33,N,.37 in of rain,
10/25/2023,4.10,2023,837.90,,,,,,840.33,N,.16 in of rain,
10/27/2023,4.10,2023,837.90,,,,,,840.33,N,.52 in of rain,
10/28/2023,4.10,2023,837.90,,,,,,840.33,N,.07 in of rain,
10/30/2023,4.98,2023,838.78,,,,,,840.33,N,,
11/6/2023,4.35,2023,838.15,,,,,,840.33,N,,
11/8/2023,4.35,2023,838.15,,,,,,840.33,N,.84 in of rain,
11/14/2023,4.97,2023,838.77,,,,,,840.33,N,,
11/20/2023,4.20,2023,838.00,,,,,,840.33,N,,
11/26/2023,4.20,2023,838.00,,,,,,840.33,N,3 in of snow,
11/27/2023,4.05,2023,837.85,,,,,,840.33,N,,
12/6/2023,4.63,2023,838.43,,,,,,840.33,N,.82 in of rain/snow melt (11/25-12/3),
12/9/2023,4.63,2023,838.43,,,,,,840.33,N,.32 in of rain,
12/12/2023,5.16,2023,838.96,,,,,,840.33,N,,
12/18/2023,5.82,2023,839.62,,,,,,840.33,N,.19 in of rain,
12/26/2023,5.82,2023,839.62,,,,,,840.33,N,.26 in of rain,
12/29/2023,5.82,2023,839.62,,,,,,840.33,N,.23 in of rain,
12/31/2023,5.82,2023,839.62,,,,,,840.33,N,.03 in of rain,
1/2/2024,5.41,2024,839.21,,,,,,840.33,N,,
1/24/2024,5.41,2024,839.21,,,,,,840.33,N,,
1/29/2024,6.60,2024,840.40,,,,,,840.33,N,,
2/5/2024,6.72,2024,840.52,,,,,,840.33,N,,
2/9/2024,7.34,2024,841.14,,,,,,840.33,N,,
2/12/2024,7.00,2024,840.80,,,,,,840.33,N,,
2/16/2024,8.10,2024,841.90,,,,,,840.33,N,,
2/19/2024,7.70,2024,841.50,,,,,,840.33,N,,
2/26/2024,6.66,2024,840.46,,,,,,840.33,N,,
3/5/2024,5.38,2024,839.18,,,,,,840.33,N,,
3/11/2024,7.40,2024,841.20,,,,,,840.33,N,.58 in of rain,
3/15/2024,7.25,2024,841.05,,,,,,840.33,N,1.06 in of rain ,
3/18/2024,7.95,2024,841.75,,,,,,840.33,N,,
3/19/2024,8.08,2024,841.88,,,,,,840.33,Y,Closed Monroe Road,
3/22/2024,8.08,2024,841.88,,,,,,840.33,Y,.41 in melted snow,
3/26/2024,7.75,2024,841.55,,,,,,840.33,Y,1.58 in of rain,
3/30/2024,7.75,2024,841.55,,,,,,840.33,Y,.4 in rain,
4/1/2024,8.10,2024,841.90,,,,,,840.33,Y,,
4/3/2024,8.10,2024,841.90,,,,,,840.33,Y,SNOWED,
4/4/2024,9.80,2024,843.60,,,,,,840.33,Y,2.08 in / Snow and rain,
4/8/2024,10.60,2024,844.40,,,,,,840.33,Y,.19 in of rain,
4/11/2024,10.50,2024,844.30,,,,,,840.33,Y,,
4/15/2024,10.30,2024,844.10,,,,,,840.33,Y,,
4/17/2024,10.30,2024,844.10,,,,,,840.33,Y,.40 in rain,
4/19/2024,9.70,2024,843.50,,,,,,840.33,Y,.05 in rain/ Opened Upham and North End of Monroe Road,
4/22/2024,9.60,2024,843.40,,,,,,840.33,Y,,
4/27/2024,9.60,2024,843.40,,,,,,840.33,Y,.33 in rain,
4/28/2024,9.60,2024,843.40,,,,,,840.33,Y,.32 in of rain,
4/29/2024,8.50,2024,842.30,,,,,,840.33,Y,.17 in of rain,
5/5/2024,8.50,2024,842.30,,,,,,840.33,Y,.08 in of rain,
5/6/2024,8.15,2024,841.95,,,,,,840.33,Y,,
5/7/2024,8.15,2024,841.95,,,,,,840.33,Y,.82 in of rain,
5/9/2024,8.15,2024,841.95,,,,,,840.33,Y,.20 in of rain,
5/11/2024,8.15,2024,841.95,,,,,,840.33,Y,.19 in of rain,
5/20/2024,6.25,2024,840.05,,,,,,840.33,N,,
5/21/2024,6.25,2024,840.05,,,,,,840.33,N,1.22 in of rain,
5/22/2024,6.25,2024,840.05,,,,,,840.33,N,1.06 in of rain ,
5/25/2024,6.25,2024,840.05,,,,,,840.33,N,1.5 in of rain,
5/26/2024,6.25,2024,840.05,,,,,,840.33,N,.47 in of rain,
5/27/2024,6.25,2024,840.05,,,,,,840.33,N,1.02 in of rain,
5/28/2024,10.01,2024,843.81,,,,,,840.33,Y,.53 in of rain,
6/1/2024,10.01,2024,843.81,,,,,,840.33,Y,.71 in-rain,
6/3/2024,10.42,2024,844.22,,,,,,840.33,Y,.23 in of rain,
6/4/2024,10.42,2024,844.22,,,,,,840.33,Y,1.0 in of rain,
6/5/2024,11.24,2024,845.04,,,,,,840.33,Y,.49 in of rain,
6/6/2024,11.90,2024,845.70,,,,,,840.33,Y,.22 in of rain,
6/8/2024,11.90,2024,845.70,,,,,,840.33,Y,.15 in of rain,
6/10/2024,11.47,2024,845.27,,,,,,840.33,Y,OPEN DAVIDSON ROAD/CLOSED WILEY POSTED MORNINGSIDE,
6/12/2024,10.90,2024,844.70,,,,,,840.33,Y,,
6/17/2024,10.15,2024,843.95,,,,,,840.33,Y,.21 in of rain,
6/19/2024,9.68,2024,843.48,,,,,,840.33,Y,OPENED UPHAM AND N END OF MONROE RD,
6/20/2024,9.68,2024,843.48,,,,,,840.33,Y,.41 in of rain,
6/21/2024,9.68,2024,843.48,,,,,,840.33,Y,1.24 in of rain,
6/22/2024,9.68,2024,843.48,,,,,,840.33,Y,2.16 in of rain,
6/23/2024,9.75,2024,843.55,,,,,,840.33,Y,.08 in of rain,
6/24/2024,10.15,2024,843.95,,,,,,840.33,Y,,
6/29/2024,10.15,2024,843.95,,,,,,840.33,Y,1.22 in of rain,
7/1/2024,10.45,2024,844.25,,,,,,840.33,Y,,
7/3/2024,10.45,2024,844.25,,,,,,840.33,Y,.87 in of rain,
7/5/2024,10.67,2024,844.47,,,,,,840.33,Y,.88 in of rain,
7/14/2024,10.67,2024,844.47,,,,,,840.33,Y,1.15 in of rain,
7/15/2024,10.54,2024,844.34,,,,,,840.33,Y,.07 in of rain,
7/16/2024,10.54,2024,844.34,,,,,,840.33,Y,.43 in of rain,
7/22/2024,10.15,2024,843.95,,,,,,840.33,Y,.37 in of rain,
7/23/2024,10.15,2024,843.95,,,,,,840.33,Y,.06 in of rain,
7/29/2024,9.22,2024,843.02,,,,,,840.33,Y,,
8/1/2024,9.22,2024,843.02,,,,,,840.33,Y,2 in of rain,
8/6/2024,9.23,2024,843.03,,,,,,840.33,Y,.56 in of rain,
8/12/2024,7.73,2024,841.53,,,,,,840.33,Y,,
8/15/2024,7.73,2024,841.53,,,,,,840.33,Y,.98 in of rain,
8/17/2024,7.73,2024,841.53,,,,,,840.33,Y,.19 in of rain,
8/18/2024,7.73,2024,841.53,,,,,,840.33,Y,.16 in of rain,
